id,valid,canonical,iupac,cid,label
pos_4393,C[C@@]([H])(CCN1CCN(CC1)C2=C/C=C(/[F])C=C2)NC(=O)C3=CC=CN=C3,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3,N-[(2S)-4-[4-(4-fluorophenyl)piperazin-1-yl]butan-2-yl]pyridine-3-carboxamide,76956129,0.0
pos_4401,CC[C@@](C)([H])[C@@](C)(COC(N)=O)COC(=O)NC(C)(C)[H],CCC(C)C(C)(COC(=O)N)COC(=O)NC(C)C,"[(2S,3S)-2-(carbamoyloxymethyl)-2,3-dimethylpentyl] N-propan-2-ylcarbamate",76968208,0.0
pos_4402,CNCC[C@@]([H])(O/C1=C/C=C/C=C1/OC)C2=CC=CC=C2,CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,(3R)-3-(2-methoxyphenoxy)-N-methyl-3-phenylpropan-1-amine,10107248,0.0
pos_4406,CN3C[C@@]([H])(C1=CC=CC=C1)C2=CC=CC(N)=C2C3,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3,"(4S)-2-methyl-4-phenyl-3,4-dihydro-1H-isoquinolin-8-amine",55993,0.0
pos_4410,O/C4=C/C=C3C[C@@]1([H])NCC[C@@]2(CCCC[C@@]12[H])C3=C4,C1CCC23CCNC(C2C1)CC4=C3C=C(C=C4)O,"(1R,9R,10R)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",5463854,0.0
pos_4414,CO/C5=C/C=C1C(C(=O)O[C@@]1([H])[C@@]3([H])N(C)CCC4=CC=2OCOC=2C(OC)=C34)=C5OC,CN1CCC2=CC3=C(C(=C2C1C4C5=C(C(=C(C=C5)OC)OC)C(=O)O4)OC)OCO3,"(3R)-6,7-dimethoxy-3-[(5S)-4-methoxy-6-methyl-7,8-dihydro-5H-[1,3]dioxolo[4,5-g]isoquinolin-5-yl]-3H-2-benzofuran-1-one",262535,0.0
pos_4419,CCCCCC[C@@](C)([H])NN,CCCCCCC(C)NN,[(2S)-octan-2-yl]hydrazine,28082481,0.0
pos_4420,CNCC/C=C3/C1=CC=CC=C1[C@@]2([H])C[C@@]2([H])C4=CC=CC=C34,CNCCC=C1C2=CC=CC=C2C3CC3C4=CC=CC=C41,"N-methyl-3-[(2R,4S)-11-tetracyclo[10.4.0.02,4.05,10]hexadeca-1(16),5,7,9,12,14-hexaenylidene]propan-1-amine",91617586,0.0
pos_4422,C/C1=N/C=C(/N(=O)=O)N1C[C@@](O)([H])C[Cl],CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],(2S)-1-chloro-3-(2-methyl-5-nitroimidazol-1-yl)propan-2-ol,6541429,0.0
pos_4423,CC(C)([H])N1CCO[C@@]([H])(C1)C2=CC=CC(=C2)C([F])([F])[F],CC(C)N1CCOC(C1)C2=CC(=CC=C2)C(F)(F)F,(2R)-4-propan-2-yl-2-[3-(trifluoromethyl)phenyl]morpholine,76967875,0.0
pos_4424,O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,"(3R)-7-chloro-3-hydroxy-5-phenyl-1,3-dihydro-1,4-benzodiazepin-2-one",921299,0.0
pos_4426,C[C@@]([H])(C/C1=C/C=CC=C1)[N@@](C)(=O)C/C2=C/C=CC=C2,CC(CC1=CC=CC=C1)[N+](C)(CC2=CC=CC=C2)[O-],(2S)-N-benzyl-N-methyl-1-phenylpropan-2-amine oxide,124934827,0.0
pos_4428,NC(=O)CN1C[C@@](O)([H])CC1=O,C1C(CN(C1=O)CC(=O)N)O,2-[(4R)-4-hydroxy-2-oxopyrrolidin-1-yl]acetamide,3051965,0.0
pos_4430,N[C@@]([H])(C/C1=C/NC2=C/C=C(/O)C=C12)C(O)=O,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,(2S)-2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,439280,0.0
pos_4432,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=O)CC[C@@]45O,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)OC)O4)O,"(4R,4aS,7aR,12bR)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",15558977,0.0
pos_4433,CN3CC[C@@]12C=4C=5O[C@@]1([H])C(=O)CC[C@@]2(O)[C@@]3([H])CC=4C=CC=5O,CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,"(4R,4aS,7aR,12bR)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",12313857,0.0
pos_4434,CC(C)([H])CCC(=O)C[C@@]1([H])N(C(=O)C2=CC=CC=C12)C4=CC=C3C=CC([Cl])=NC3=N4,CC(C)CCC(=O)CC1C2=CC=CC=C2C(=O)N1C3=NC4=C(C=C3)C=CC(=N4)Cl,"(3R)-2-(7-chloro-1,8-naphthyridin-2-yl)-3-(5-methyl-2-oxohexyl)-3H-isoindol-1-one",9801538,0.0
pos_4436,CO/C1=C/C=C(C=C1)N5C[C@@]([H])(CN2CC[C@@](O)(CC2)C4=CC=C3OCOC3=C4)OC5=O,COC1=CC=C(C=C1)N2CC(OC2=O)CN3CCC(CC3)(C4=CC5=C(C=C4)OCO5)O,"(5R)-5-[[4-(1,3-benzodioxol-5-yl)-4-hydroxypiperidin-1-yl]methyl]-3-(4-methoxyphenyl)-1,3-oxazolidin-2-one",15034726,0.0
pos_4437,N/C2=C/C(OC[C@@]1([H])CC1)=C(/C=C2/[Cl])C(=O)N[C@@]3([H])CN4CCC3([H])CC4,C1CC1COC2=CC(=C(C=C2C(=O)NC3CN4CCC3CC4)Cl)N,4-amino-N-[(3R)-1-azabicyclo[2.2.2]octan-3-yl]-5-chloro-2-(cyclopropylmethoxy)benzamide,72710795,0.0
pos_4442,[F]/C1=C/C=C(C=C1)[C@@]2([H])CCNC[C@@]2([H])CO/C4=C/C=C3OCOC3=C4,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,"(3S,4S)-3-(1,3-benzodioxol-5-yloxymethyl)-4-(4-fluorophenyl)piperidine",934161,0.0
pos_4443,[Cl]/C2=C/C=C1C=CC(=NC1=N2)N4C(=O)C3=CC=CC=C3[C@@]4([H])CC(=O)N5CC[C@@]6(CC5)OCCO6,C1CN(CCC12OCCO2)C(=O)CC3C4=CC=CC=C4C(=O)N3C5=NC6=C(C=C5)C=CC(=N6)Cl,"(3R)-2-(7-chloro-1,8-naphthyridin-2-yl)-3-[2-(1,4-dioxa-8-azaspiro[4.5]decan-8-yl)-2-oxoethyl]-3H-isoindol-1-one",76957562,0.0
pos_4444,N/C1=N/C(=O)[C@@]([H])(O1)C2=CC=CC=C2,C1=CC=C(C=C1)C2C(=O)N=C(O2)N,"(5S)-2-amino-5-phenyl-1,3-oxazol-4-one",906180,0.0
pos_4446,C[C@@]([H])(OC(N)=O)C(C)([H])[C@@](C)([H])OC(N)=O,CC(C(C)OC(=O)N)C(C)OC(=O)N,"[(2S,4R)-4-carbamoyloxy-3-methylpentan-2-yl] carbamate",124937571,0.0
pos_4448,C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3C/C=C(/C)C,CC1C2CC3=C(C1(CCN2CC=C(C)C)C)C=C(C=C3)O,"(1S,9R,13R)-1,13-dimethyl-10-(3-methylbut-2-enyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",12259682,0.0
pos_4452,CCCN1C[C@@]([H])(C[S]C)C[C@@]2([H])C=4C=CC=C3NC=C(C[C@@]12[H])C3=4,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,"(6aR,9S,10aS)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",7048747,0.0
pos_4456,O[C@@]([H])(OCC(CO[C@@](O)([H])C([Cl])([Cl])[Cl])(CO[C@@](O)([H])C([Cl])([Cl])[Cl])CO[C@@](O)([H])C([Cl])([Cl])[Cl])C([Cl])([Cl])[Cl],C(C(COC(C(Cl)(Cl)Cl)O)(COC(C(Cl)(Cl)Cl)O)COC(C(Cl)(Cl)Cl)O)OC(C(Cl)(Cl)Cl)O,"(1S)-2,2,2-trichloro-1-[3-[(1S)-2,2,2-trichloro-1-hydroxyethoxy]-2,2-bis[[(1S)-2,2,2-trichloro-1-hydroxyethoxy]methyl]propoxy]ethanol",76961026,0.0
pos_4459,C[C@@]2([H])[C@@]3([H])CC1=C/C=C(/O)C=C1[C@@]2(C)CCN3CC/C4=C/C=CC=C4,CC1C2CC3=C(C1(CCN2CCC4=CC=CC=C4)C)C=C(C=C3)O,"(1S,9R,13R)-1,13-dimethyl-10-(2-phenylethyl)-10-azatricyclo[7.3.1.02,7]trideca-2(7),3,5-trien-4-ol",23955939,0.0
pos_4460,CC[C@@]([H])(C(=O)NC(N)=O)C1=CC=CC=C1,CCC(C1=CC=CC=C1)C(=O)NC(=O)N,(2R)-N-carbamoyl-2-phenylbutanamide,12309788,0.0
pos_4461,C[C@@]1([H])NCCO[C@@]1([H])C2=CC=CC=C2,CC1C(OCCN1)C2=CC=CC=C2,"(2S,3R)-3-methyl-2-phenylmorpholine",10329865,0.0
pos_4462,C[C@@]([H])(CO/C1=C/C=CC=C1)NN,CC(COC1=CC=CC=C1)NN,[(2S)-1-phenoxypropan-2-yl]hydrazine,76971559,0.0
pos_4463,CN1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2,CN1C(=O)CC(C1=O)C2=CC=CC=C2,"(3R)-1-methyl-3-phenylpyrrolidine-2,5-dione",6604215,0.0
pos_4470,CC(=O)N/C2=C/C=C(/OC(=O)[C@@]1([H])CCC(=O)N1)C=C2,CC(=O)NC1=CC=C(C=C1)OC(=O)C2CCC(=O)N2,(4-acetamidophenyl) (2R)-5-oxopyrrolidine-2-carboxylate,13938202,0.0
pos_4471,OCC[C@@]4([H])CCN(CC/C=C2/C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,C1CN(CCC1CCO)CCC=C2C3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)C(F)(F)F,2-[1-[(3Z)-3-[6-fluoro-2-(trifluoromethyl)thioxanthen-9-ylidene]propyl]piperidin-4-yl]ethanol,5311360,0.0
pos_4481,CN(C)CC[C@@]1(C)OCCC2=C1CC3=CC=CC=C23,CC1(C2=C(CCO1)C3=CC=CC=C3C2)CCN(C)C,"N,N-dimethyl-2-[(1R)-1-methyl-4,9-dihydro-3H-indeno[2,1-c]pyran-1-yl]ethanamine",76957283,0.0
pos_4484,C/C4=C/C=C3N1CCN[C@@]2([H])CCCC(=C12)C3=C4,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,"(5S)-12-methyl-1,4-diazatetracyclo[7.6.1.05,16.010,15]hexadeca-9(16),10(15),11,13-tetraene",667444,0.0
pos_4486,CC(C)(C)C(=O)O[C@@]3([H])N=C(/C1=C/C=CC=C1)C2=CC([Cl])=CC=C2NC3=O,CC(C)(C)C(=O)OC1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3,"[(3R)-7-chloro-2-oxo-5-phenyl-1,3-dihydro-1,4-benzodiazepin-3-yl] 2,2-dimethylpropanoate",76972590,0.0
pos_4488,O=C2NC(=O)[C@@](C[C@@]1([H])CCCCN1)(C(=O)N2)C3=CC=CC=C3,C1CCNC(C1)CC2(C(=O)NC(=O)NC2=O)C3=CC=CC=C3,"5-phenyl-5-[[(2R)-piperidin-2-yl]methyl]-1,3-diazinane-2,4,6-trione",76960177,0.0
pos_4495,CC(C)([H])C[C@@]([H])(CN)CC(O)=O,CC(C)CC(CC(=O)O)CN,(3R)-3-(aminomethyl)-5-methylhexanoic acid,125889,0.0
pos_4500,CC[C@@]([H])(OC(N)=O)[C@@]1([H])CCCCC1,CCC(C1CCCCC1)OC(=O)N,[(1R)-1-cyclohexylpropyl] carbamate,76959640,0.0
pos_4501,OC[C@@](O)([H])CN2C(=O)C/N=C(/C1=C/C=C/C=C1/[F])C3=CC([Cl])=CC=C23,C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(CO)O,"7-chloro-1-[(2R)-2,3-dihydroxypropyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one",67279131,0.0
pos_4503,CCC[C@@]([H])(C/C1=C/C=CC=C1)N2CCCC2,CCCC(CC1=CC=CC=C1)N2CCCC2,1-[(2S)-1-phenylpentan-2-yl]pyrrolidine,54153082,0.0
pos_4504,CC(C)([H])C1(OC[C@@]([H])(CO)O1)C(C)(C)[H],CC(C)C1(OCC(O1)CO)C(C)C,"[(4R)-2,2-di(propan-2-yl)-1,3-dioxolan-4-yl]methanol",11159776,0.0
pos_4507,C[C@@]([H])(CN2C(=O)C1=CC=CN=C1NC3=CC=CC=C23)N(C)C,CC(CN1C2=CC=CC=C2NC3=C(C1=O)C=CC=N3)N(C)C,"6-[(2S)-2-(dimethylamino)propyl]-11H-pyrido[3,2-c][1,5]benzodiazepin-5-one",76958249,0.0
pos_4510,C[C@@](O)([H])C[C@@]1(CC=C)C(=O)NC(=O)NC1=O,CC(CC1(C(=O)NC(=O)NC1=O)CC=C)O,"5-[(2S)-2-hydroxypropyl]-5-prop-2-enyl-1,3-diazinane-2,4,6-trione",76968710,0.0
pos_4511,O/C4=C/C=C3C[C@@]1([H])N(CC[C@@]2(COCC[C@@]12[H])C3=C4)C[C@@]5([H])CC5,C1CC1CN2CCC34COCCC3C2CC5=C4C=C(C=C5)O,"(1S,9R,10R)-17-(cyclopropylmethyl)-13-oxa-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",5361874,0.0
pos_4517,CCCN2C[C@@]([H])(C[C@@]3([H])C/C1=C(/O)C=CC=C1C[C@@]23[H])N[S](=O)(=O)N(CC)CC,CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,"(3R,4aR,10aR)-3-(diethylsulfamoylamino)-6-hydroxy-1-propyl-3,4,4a,5,10,10a-hexahydro-2H-benzo[g]quinoline",5748816,0.0
pos_4518,CN(C)CCO[C@@]1(C[C@@]2([H])CC[C@@]1(C)C2(C)C)C/C3=C/C=CC=C3,CC1(C2CCC1(C(C2)(CC3=CC=CC=C3)OCCN(C)C)C)C,"2-[[(1S,2S,4R)-2-benzyl-1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl]oxy]-N,N-dimethylethanamine",76960612,0.0
pos_4519,N#CCN[C@@]1([H])CCC2=CC=CC=C12,C1CC2=CC=CC=C2C1NCC#N,"2-[[(1S)-2,3-dihydro-1H-inden-1-yl]amino]acetonitrile",93043694,0.0
pos_4521,C[C@@](C/C1=C/C=CC=C1)(NC(=O)CN)C2=CC=CC=C2,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN,"2-amino-N-[(2S)-1,2-diphenylpropan-2-yl]acetamide",760423,0.0
pos_4526,CN1[C@@]2([H])CC[C@@]1([H])C[C@@]([H])(C2)NC(=O)N3CC(C)(C)C4=CC=CC=C34,CC1(CN(C2=CC=CC=C21)C(=O)NC3CC4CCC(C3)N4C)C,"3,3-dimethyl-N-[(1S,5S)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl]-2H-indole-1-carboxamide",124524905,0.0
pos_4528,C[C@@]4([H])CN(CCCN2C1=CC=CC=C1C3=CC=CC=C23)C[C@@](C)([H])N4,CC1CN(CC(N1)C)CCCN2C3=CC=CC=C3C4=CC=CC=C42,"9-[3-[(3S,5S)-3,5-dimethylpiperazin-1-yl]propyl]carbazole",6093332,0.0
pos_4535,O=C1CCN=C2C[C@@]([H])(CN12)C3=CC=CC=C3,C1CN=C2CC(CN2C1=O)C3=CC=CC=C3,"(7R)-7-phenyl-3,6,7,8-tetrahydro-2H-pyrrolo[1,2-a]pyrimidin-4-one",76968550,0.0
pos_4537,O=C1CC[C@@]([H])(N1)C(=O)N[C@@]2([H])C[C@@]2([H])C3=CC=CC=C3,C1CC(=O)NC1C(=O)NC2CC2C3=CC=CC=C3,"(2R)-5-oxo-N-[(1S,2S)-2-phenylcyclopropyl]pyrrolidine-2-carboxamide",92284857,0.0
pos_4538,CO/C1=C/C=C(/C=C1/O[C@@]2([H])CCCC2)[C@@]3([H])CNC(=O)C3,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,(4S)-4-(3-cyclopentyloxy-4-methoxyphenyl)pyrrolidin-2-one,158758,0.0
pos_4539,CN2C[C@@]([H])(CN1CC(=O)NC(=O)C1)C=C3C=5C=CC=C4NC=C(C[C@@]23[H])C4=5,CN1CC(C=C2C1CC3=CNC4=CC=CC2=C34)CN5CC(=O)NC(=O)C5,"4-[[(6aR,9R)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinolin-9-yl]methyl]piperazine-2,6-dione",10569863,0.0
pos_4543,CO/N=C(/C#N)[C@@]1([H])CN2CCC1([H])CC2,CON=C(C#N)C1CN2CCC1CC2,"(3Z,3R)-N-methoxy-1-azabicyclo[2.2.2]octane-3-carboximidoyl cyanide",9577995,0.0
pos_4544,OC[C@@]2([H])O[C@@]([H])(O/C1=C/C=C/C=C1/CO)[C@@](O)([H])[C@@](O)([H])[C@@]2(O)[H],C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O,"(2R,3S,4R,5R,6S)-2-(hydroxymethyl)-6-[2-(hydroxymethyl)phenoxy]oxane-3,4,5-triol",21252322,0.0
pos_4558,CCC(C)(C)C(=O)O[C@@]2([H])C[C@@](C)([H])C=C3C=C[C@@](C)([H])[C@@]([H])(CC[C@@]1([H])C[C@@](O)([H])CC(=O)O1)[C@@]23[H],CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,"[(1S,3S,7S,8R,8aR)-8-[2-[(2S,4S)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate",6978793,0.0
pos_4562,CN(C(=O)C/C1=C/C=C(/[Cl])C([Cl])=C1)[C@@]3([H])CC[C@@]2(CCCO2)C[C@@]3([H])N4CCCC4,CN(C1CCC2(CCCO2)CC1N3CCCC3)C(=O)CC4=CC(=C(C=C4)Cl)Cl,"2-(3,4-dichlorophenyl)-N-methyl-N-[(5R,7R,8S)-7-pyrrolidin-1-yl-1-oxaspiro[4.5]decan-8-yl]acetamide",24175362,0.0
pos_4565,CN(C)C[C@@]1([H])CO[C@@]3(O1)C2=CC=CC=C2COC4=CC=CC=C34,CN(C)CC1COC2(O1)C3=CC=CC=C3COC4=CC=CC=C24,"N,N-dimethyl-1-[(2R,4S)-spiro[1,3-dioxolane-2,11'-6H-benzo[c][1]benzoxepine]-4-yl]methanamine",76967822,0.0
pos_4567,CC(C)(C)[C@@](O)([H])C=C/C2=C/C=C1OCOC1=C2,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,"(3R)-1-(1,3-benzodioxol-5-yl)-4,4-dimethylpent-1-en-3-ol",76963434,0.0
pos_4568,N[S](=O)(=O)C3=C/C=C(/N1C(=O)C[C@@]([H])(C1=O)C2=CC=CC=C2)C([Cl])=C3,C1C(C(=O)N(C1=O)C2=C(C=C(C=C2)S(=O)(=O)N)Cl)C3=CC=CC=C3,"3-chloro-4-[(3R)-2,5-dioxo-3-phenylpyrrolidin-1-yl]benzenesulfonamide",76963782,0.0
pos_4572,CO/C1=C/C=C(/C=C1/C(=O)NC[C@@]2([H])CCCN2C)[S](N)(=O)=O,CN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,2-methoxy-N-[[(2R)-1-methylpyrrolidin-2-yl]methyl]-5-sulfamoylbenzamide,76967183,0.0
pos_4574,CCN1CCC[C@@]1([H])CNC(=O)C2=CC(=C/C=C2/OC)[S](=O)(=O)CC,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)CC)OC,N-[[(2S)-1-ethylpyrrolidin-2-yl]methyl]-5-ethylsulfonyl-2-methoxybenzamide,29010876,0.0
pos_4575,C[S]CC[C@@]([H])(NC(C)=O)C(=O)O/C1=C/C=C(/NC(C)=O)C=C1,CC(=O)NC1=CC=C(C=C1)OC(=O)C(CCSC)NC(=O)C,(4-acetamidophenyl) (2R)-2-acetamido-4-methylsulfanylbutanoate,53832858,0.0
pos_4576,O=C1CCC(=O)N1C[C@@]3([H])CC[C@@]2([H])CN(CCN2C3)C4=NC=CC=N4,C1CC2CN(CCN2CC1CN3C(=O)CCC3=O)C4=NC=CC=N4,"1-[[(7S,9aS)-2-pyrimidin-2-yl-1,3,4,6,7,8,9,9a-octahydropyrido[1,2-a]pyrazin-7-yl]methyl]pyrrolidine-2,5-dione",183092,0.0
pos_4577,CCC(=O)N1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,CCC(=O)N1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3,"[(7R)-6-(7-chloro-1,8-naphthyridin-2-yl)-5-oxo-3,7-dihydro-2H-[1,4]dithiino[2,3-c]pyrrol-7-yl] 4-propanoylpiperazine-1-carboxylate",76961636,0.0
pos_4578,CN1CCN(CC1)C(=O)O[C@@]2([H])N(C(=O)C=3[S]CC[S]C2=3)C5=CC=C4C=CC([Cl])=NC4=N5,CN1CCN(CC1)C(=O)OC2C3=C(C(=O)N2C4=NC5=C(C=C4)C=CC(=N5)Cl)SCCS3,"[(7R)-6-(7-chloro-1,8-naphthyridin-2-yl)-5-oxo-3,7-dihydro-2H-[1,4]dithiino[2,3-c]pyrrol-7-yl] 4-methylpiperazine-1-carboxylate",76959326,0.0
pos_4580,O=C4CC[C@@]([H])(N3C(=O)[C@@]2([H])[C@@]1([H])CC[C@@]([H])(C1)[C@@]2([H])C3=O)C(=O)N4,C1CC2CC1C3C2C(=O)N(C3=O)C4CCC(=O)NC4=O,"(1S,2R,6S,7S)-4-[(3R)-2,6-dioxopiperidin-3-yl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",98237742,0.0
pos_4581,CNCCC[C@@]1(OC(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,CC1(C2=CC=CC=C2C(O1)(CCCNC)C3=CC=CC=C3)C,"3-[(1R)-3,3-dimethyl-1-phenyl-2-benzofuran-1-yl]-N-methylpropan-1-amine",76958669,0.0
pos_4582,CNCCC[C@@]1([S]C(C)(C)C2=CC=CC=C12)C3=CC=CC=C3,CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C,"3-[(1R)-3,3-dimethyl-1-phenyl-2-benzothiophen-1-yl]-N-methylpropan-1-amine",76965672,0.0
pos_4585,CN[C@@]2([H])CC[C@@]([H])(C1=CC=CC=C1)C3=CC=CC=C23,CNC1CCC(C2=CC=CC=C12)C3=CC=CC=C3,"(1S,4S)-N-methyl-4-phenyl-1,2,3,4-tetrahydronaphthalen-1-amine",104182,0.0
pos_4587,CO/C1=C/C=C(/C=C1/OC)[C@@](O)([H])CN2CCN(CC2)C([H])(C3=CC=CC=C3)C4=CC=CC=C4,COC1=C(C=C(C=C1)C(CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)O)OC,"(1S)-2-(4-benzhydrylpiperazin-1-yl)-1-(3,4-dimethoxyphenyl)ethanol",76961249,0.0
pos_4589,CCN2C1=C(CC[S][C@@]1(C)CCN(C)C)C3=CC=CC=C23,CCN1C2=CC=CC=C2C3=C1C(SCC3)(C)CCN(C)C,"2-[(1S)-9-ethyl-1-methyl-3,4-dihydrothiopyrano[3,4-b]indol-1-yl]-N,N-dimethylethanamine",76957660,0.0
pos_4590,O=C3N(CCCCN1CCN(CC1)C2=NC=CC=N2)C(=O)[C@@]4([H])[C@@]3([H])[C@@]5([H])CC[C@@]4([H])C5,C1CC2CC1C3C2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5,"(1S,2R,6R,7S)-4-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-4-azatricyclo[5.2.1.02,6]decane-3,5-dione",124784899,0.0
pos_4594,OCCN1CCN(CC1)[C@@]3([H])C[C@@]([H])(C2=C/C=C(/[F])C=C2)C4=CC=C(C=C34)C([F])([F])[F],C1CN(CCN1CCO)C2CC(C3=C2C=C(C=C3)C(F)(F)F)C4=CC=C(C=C4)F,"2-[4-[(1S,3S)-3-(4-fluorophenyl)-6-(trifluoromethyl)-2,3-dihydro-1H-inden-1-yl]piperazin-1-yl]ethanol",92765109,0.0
pos_4595,[Br][C@@]([F])([H])C([F])([F])[F],C(C(F)(F)F)(F)Br,"(2S)-2-bromo-1,1,1,2-tetrafluoroethane",76961008,0.0
pos_4596,OCCN4CCN(CCC[C@@]2([H])C1=C/C=C(/[F])C=C1[S]C3=CC=C(C=C23)C([F])([F])[F])CC4,C1CN(CCN1CCCC2C3=C(C=C(C=C3)F)SC4=C2C=C(C=C4)C(F)(F)F)CCO,2-[4-[3-[(9S)-6-fluoro-2-(trifluoromethyl)-9H-thioxanthen-9-yl]propyl]piperazin-1-yl]ethanol,76960129,0.0
pos_4597,O=C1NCCN[C@@]1([H])C2=CC=C[S]2,C1CNC(=O)C(N1)C2=CC=CS2,(3R)-3-thiophen-2-ylpiperazin-2-one,52539209,0.0
pos_4599,CCN(CC)C(=O)N[C@@]2([H])C[C@@]1([H])C=4C=CC=C3NC=C(C[C@@]1([H])N(C)C2)C3=4,CCN(CC)C(=O)NC1CC2C(CC3=CNC4=CC=CC2=C34)N(C1)C,"3-[(6aR,9S,10aS)-7-methyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",10359933,0.0
pos_4600,CCC[C@@]([H])(CC)[C@@]1(CC)C(=O)NC(=O)NC1=O,CCCC(CC)C1(C(=O)NC(=O)NC1=O)CC,"5-ethyl-5-[(3R)-hexan-3-yl]-1,3-diazinane-2,4,6-trione",76970408,0.0
pos_4602,O=C3NC(=O)[C@@]2(CCC1=CC=CC=C1C2)N3,C1CC2(CC3=CC=CC=C31)C(=O)NC(=O)N2,"(3S)-spiro[2,4-dihydro-1H-naphthalene-3,5'-imidazolidine]-2',4'-dione",1268112,0.0
pos_4603,O=C3CC[C@@]([H])(N2C(=O)C1=CC=CC=C1C2=O)C(=O)N3,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,"2-[(3R)-2,6-dioxopiperidin-3-yl]isoindole-1,3-dione",75792,0.0
pos_4604,CO/C2=C/C=C1C[C@@]4([H])N(C)CC[C@@]35C1=C2O[C@@]3([H])C(=CC[C@@]45[H])OC(C)=O,CC(=O)OC1=CCC2C3CC4=C5C2(C1OC5=C(C=C4)OC)CCN3C,"[(4R,4aR,7aR,12bR)-9-methoxy-3-methyl-2,4,4a,5,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-yl] acetate",98103199,0.0
